,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
1020,1020,1020,1021,NO APPEND,Something put into my head that you cared for me; and I lost my senses. I forgot everything but a wild dream of your some way becoming my wife.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
1021,1021,1021,1022,NO APPEND,Your wife!,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
1022,1022,1022,1023,NO APPEND,"Religion, loyalty, everything would give way if only you cared.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
1023,1023,1023,1024,NO APPEND,Then you must have forgotten that I was L once Pontellier's wife.,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
1024,1024,1024,1025,NO APPEND,"Oh! I was demented, dreaming of wild, impossible things, recalling men who had set their wives free, we have heard of such things.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
1025,1025,1025,1026,NO APPEND,"Yes, we have heard of such things.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
1026,1026,1026,1027,NO APPEND,"I came back full of vague, mad intentions. And when I got here ",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
1027,1027,1027,1028, She was still caressing his cheek.,When you got here you never came near me!,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
1028,1028,1028,1029,NO APPEND,"I realized what a cur I was to dream of such a thing, even if you had been willing.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
1030,1030,1030,1031,NO APPEND,"You have been a very, very foolish boy, wasting your time dreaming of impossible things when you speak of Mr. Pontellier setting me free! I am no longer one of Mr. Pontellier's possessions to dispose of or not. I give myself where I choose. If he were to say,  Here, Robert, take her and be happy; she is yours,' I should laugh at you both.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
1031,1031,1031,1032,His face grew a little white.  /newquote  he asked.,What do you mean?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked
1033,1033,1033,1034," said Edna, rising; ","Yes, yes, /newquote I promised. Tell her yes to wait for me. I'll go back with her.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,said Edna
1034,1034,1034,1035, offered Robert.,"Let me walk over with you,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,offered Robert
1035,1035,1035,1036," she said;  /newquote  She went into her room to put on her hat, and when she came in again she sat once more upon the sofa beside him. He had not stirred. She put her arms about his neck.","No, /newquote I will go with the servant.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she said
1036,1036,1036,1037," He kissed her with a degree of passion which had not before entered into his caress, and strained her to him.","Good-by, my sweet Robert. Tell me good-by.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
1037,1037,1037,1038," she whispered, ","I love you, /newquote only you; no one but you. It was you who awoke me last summer out of a life-long, stupid dream. Oh! you have made me so unhappy with your indifference. Oh! I have suffered, suffered! Now you are here we shall love each other, my Robert. We shall be everything to each other. Nothing else in the world is of any consequence. I must go to my friend; but you will wait for me? No matter how late; you will wait for me, Robert?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she whispered
1038,1038,1038,1039, he pleaded. ,"Don't go; don't go! Oh! Edna, stay with me, /newquote Why should you go? Stay with me, stay with me.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he pleaded
1039,1039,1039,1040," She buried her face in his neck, and said good-by again. Her seductive voice, together with his great love for her, had enthralled his senses, had deprived him of every impulse but the longing to hold her and keep her.",I shall come back as soon as I can; I shall find you here.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
1052,1052,1052,1053,"She was still stunned and speechless with emotion when later she leaned over her friend to kiss her and softly say good-by. Ad le, pressing her cheek, whispered in an exhausted voice: ","Think of the children, Edna. Oh think of the children! Remember them!",Madame Ratignolle,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,Ad le pressing her cheek whispered
1056,1056,1056,1057, he said. ,"You shouldn't have been there, Mrs. Pontellier, /newquote That was no place for you. Ad le is full of whims at such times. There were a dozen women she might have had with her, unimpressionable women. I felt that it was cruel, cruel. You shouldn't have gone.",,Doctor Mandelet,NO MONOLOGUE,0,0,Anaphoric,he said
1057,1057,1057,1058," she answered, indifferently. ","Oh, well! /newquote I don't know that it matters after all. One has to think of the children some time or other; the sooner the better.",,Doctor Mandelet,NO MONOLOGUE,0,0,Anaphoric,she answered
1058,1058,1058,1059,NO APPEND,When is L once coming back?,,Doctor Mandelet,NO MONOLOGUE,0,0,Implicit,
1059,1059,1059,1060,NO APPEND,Quite soon. Some time in March.,,Doctor Mandelet,NO MONOLOGUE,0,0,Implicit,
1060,1060,1060,1061,NO APPEND,And you are going abroad?,,Doctor Mandelet,NO MONOLOGUE,0,0,Implicit,
1061,1061,1061,1062," She felt that her speech was voicing the incoherency of her thoughts, and stopped abruptly.","Perhaps no, I am not going. I'm not going to be forced into doing things. I don't want to go abroad. I want to be let alone. Nobody has any right except children, perhaps and even then, it seems to me or it did seem ",,Doctor Mandelet,NO MONOLOGUE,0,0,Implicit,
1062,1062,1062,1063," sighed the Doctor, grasping her meaning intuitively, ","The trouble is, /newquote that youth is given up to illusions. It seems to be a provision of Nature; a decoy to secure mothers for the race. And Nature takes no account of moral consequences, of arbitrary conditions which we create, and which we feel obliged to maintain at any cost.",Doctor Mandelet,[],NO MONOLOGUE,0,0,Explicit,sighed the Doctor
1063,1063,1063,1064, she said. ,"Yes, /newquote The years that are gone seem like dreams if one might go on sleeping and dreaming but to wake up and find oh! well! perhaps it is better to wake up after all, even to suffer, rather than to remain a dupe to illusions all one's life.",,Doctor Mandelet,NO MONOLOGUE,0,0,Anaphoric,she said
1064,1064,1064,1065," said the Doctor at parting, holding her hand, ","It seems to me, my dear child, /newquote you seem to me to be in trouble. I am not going to ask for your confidence. I will only say that if ever you feel moved to give it to me, perhaps I might help you. I know I would understand. And I tell you there are not many who would not many, my dear.",Doctor Mandelet,[],NO MONOLOGUE,0,0,Explicit,said the Doctor
1065,1065,1065,1066,NO APPEND,"Some way I don't feel moved to speak of things that trouble me. Don't think I am ungrateful or that I don't appreciate your sympathy. There are periods of despondency and suffering which take possession of me. But I don't want anything but my own way. That is wanting a good deal, of course, when you have to trample upon the lives, the hearts, the prejudices of others but no matter still, I shouldn't want to trample upon the little lives. Oh! I don't know what I'm saying, Doctor. Good night. Don't blame me for anything.",,Doctor Mandelet,NO MONOLOGUE,0,0,Implicit,
1066,1066,1066,1067,NO APPEND,"Yes, I will blame you if you don't come and see me soon. We will talk of things you never have dreamt of talking about before. It will do us both good. I don't want you to blame yourself, whatever comes. Good night, my child.",Doctor Mandelet,[],NO MONOLOGUE,0,0,Implicit,
1068,1068,1068,1069,"Still, she remembered Ad le's voice whispering,  /newquote  She meant to think of them; that determination had driven into her soul like a death wound but not to-night. To-morrow would be time to think of everything.",Think of the children; think of them.,Madame Ratignolle,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,Ad le pressing her cheek whispered
1070,1070,1070,1071,NO APPEND,I love you. Good-by because I love you.,Madame Ratignolle,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she whispered
1086,1086,1086,1087, they both exclaimed. ,The water is too cold! /newquote Don't think of it.,,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
1092,1092,1092,1093,"She had said over and over to herself:  /newquote  She understood now clearly what she had meant long ago when she said to Ad le Ratignolle that she would give up the unessential, but she would never sacrifice herself for her children.","To-day it is Arobin; to-morrow it will be some one else. It makes no difference to me, it doesn't matter about L once Pontellier but Raoul and Etienne!",Edna Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,She had said over and over to herself
1101,1101,1101,1102,"She thought of L once and the children. They were a part of her life. But they need not have thought that they could possess her, body and soul. How Mademoiselle Reisz would have laughed, perhaps sneered, if she knew! ","And you call yourself an artist! What pretensions, Madame! The artist must possess the courageous soul that dares and defies.",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
1103,1103,1103,1104," He did not know; he did not understand. He would never understand. Perhaps Doctor Mandelet would have understood if she had seen him but it was too late; the shore was far behind her, and her strength was gone.",Good-by because I love you.,Mademoiselle Reisz,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she whispered
