,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
888,888,888,889," cried Anne, ","I am extremely glad, indeed, /newquote particularly glad that this should happen; and that of two sisters, who both deserve equally well, and who have always been such good friends, the pleasant prospect of one should not be dimming those of the other--that they should be so equal in their prosperity and comfort.  I hope your father and mother are quite happy with regard to both.",Anne Elliot,Charles Musgrove,NO MONOLOGUE,0,22,Explicit,cried Anne
889,889,889,890,NO APPEND,"Oh! yes.  My father would be well pleased if the gentlemen were richer, but he has no other fault to find.  Money, you know, coming down with money--two daughters at once--it cannot be a very agreeable operation, and it streightens him as to many things.  However, I do not mean to say they have not a right to it.  It is very fit they should have daughters' shares; and I am sure he has always been a very kind, liberal father to me.  Mary does not above half like Henrietta's match. She never did, you know.  But she does not do him justice, nor think enough about Winthrop.  I cannot make her attend to the value of the property.  It is a very fair match, as times go; and I have liked Charles Hayter all my life, and I shall not leave off now.",Charles Musgrove,Anne Elliot,NO MONOLOGUE,0,22,Implicit,
890,890,890,891," exclaimed Anne, ","Such excellent parents as Mr and Mrs Musgrove, /newquote should be happy in their children's marriages.  They do everything to confer happiness, I am sure.  What a blessing to young people to be in such hands!  Your father and mother seem so totally free from all those ambitious feelings which have led to so much misconduct and misery, both in young and old.  I hope you think Louisa perfectly recovered now?",Anne Elliot,Charles Musgrove,NO MONOLOGUE,0,22,Explicit,exclaimed Anne
891,891,891,892,"He answered rather hesitatingly, ","Yes, I believe I do; very much recovered; but she is altered; there is no running or jumping about, no laughing or dancing; it is quite different.  If one happens only to shut the door a little hard, she starts and wriggles like a young dab-chick in the water; and Benwick sits at her elbow, reading verses, or whispering to her, all day long.",Charles Musgrove,Anne Elliot,NO MONOLOGUE,0,22,Anaphoric,He answered
892,892,892,893,Anne could not help laughing.   /newquote  said she; ,"That cannot be much to your taste, I know, /newquote but I do believe him to be an excellent young man.",Anne Elliot,Charles Musgrove,NO MONOLOGUE,0,22,Anaphoric,said she
893,893,893,894,NO APPEND,"To be sure he is.  Nobody doubts it; and I hope you do not think I am so illiberal as to want every man to have the same objects and pleasures as myself.  I have a great value for Benwick; and when one can but get him to talk, he has plenty to say.  His reading has done him no harm, for he has fought as well as read.  He is a brave fellow. I got more acquainted with him last Monday than ever I did before.  We had a famous set-to at rat-hunting all the morning in my father's great barns; and he played his part so well that I have liked him the better ever since.",Charles Musgrove,Anne Elliot,NO MONOLOGUE,0,22,Implicit,
896,896,896,897,"Elizabeth was, for a short time, suffering a good deal.  She felt that Mrs Musgrove and all her party ought to be asked to dine with them; but she could not bear to have the difference of style, the reduction of servants, which a dinner must betray, witnessed by those who had been always so inferior to the Elliots of Kellynch.  It was a struggle between propriety and vanity; but vanity got the better, and then Elizabeth was happy again.  These were her internal persuasions:  /newquote   And this satisfied Elizabeth:  and when the invitation was given to the two present, and promised for the absent, Mary was as completely satisfied. She was particularly asked to meet Mr Elliot, and be introduced to Lady Dalrymple and Miss Carteret, who were fortunately already engaged to come; and she could not have received a more gratifying attention. Miss Elliot was to have the honour of calling on Mrs Musgrove in the course of the morning; and Anne walked off with Charles and Mary, to go and see her and Henrietta directly.","Old fashioned notions; country hospitality; we do not profess to give dinners; few people in Bath do; Lady Alicia never does; did not even ask her own sister's family, though they were here a month: and I dare say it would be very inconvenient to Mrs Musgrove; put her quite out of her way.  I am sure she would rather not come; she cannot feel easy with us.  I will ask them all for an evening; that will be much better; that will be a novelty and a treat.  They have not seen two such drawing rooms before.  They will be delighted to come to-morrow evening.  It shall be a regular party, small, but most elegant.",Louisa Musgrove,Mary,NO MONOLOGUE,0,22,Anaphoric,she added
900,900,900,901,"She tried to be calm, and leave things to take their course, and tried to dwell much on this argument of rational dependence:-- /newquote   And yet, a few minutes afterwards, she felt as if their being in company with each other, under their present circumstances, could only be exposing them to inadvertencies and misconstructions of the most mischievous kind.","Surely, if there be constant attachment on each side, our hearts must understand each other ere long.  We are not boy and girl, to be captiously irritable, misled by every moment's inadvertence, and wantonly playing with our own happiness.",,"['Mary Musgrove', 'Anne Elliot']",NO MONOLOGUE,0,22,Anaphoric,said he
922,922,922,923," said he, ","You have not been long enough in Bath, /newquote to enjoy the evening parties of the place.",Captain Wentworth,[],NO MONOLOGUE,0,22,Anaphoric,said he
923,923,923,924,NO APPEND,Oh! no.  The usual character of them has nothing for me.  I am no card-player.,,Captain Wentworth,NO MONOLOGUE,0,22,Implicit,
924,924,924,925,NO APPEND,"You were not formerly, I know.  You did not use to like cards; but time makes many changes.",Captain Wentworth,[],NO MONOLOGUE,0,22,Implicit,
925,925,925,926," cried Anne, and stopped, fearing she hardly knew what misconstruction.  After waiting a few moments he said, and as if it were the result of immediate feeling, ","I am not yet so much changed, /newquote It is a period, indeed!  Eight years and a half is a period.",,Captain Wentworth,NO MONOLOGUE,0,22,Anaphoric,he said
929,929,929,930,"Her jealous eye was satisfied in one particular.  Captain Wentworth was acknowledged again by each, by Elizabeth more graciously than before. She even addressed him once, and looked at him more than once. Elizabeth was, in fact, revolving a great measure.  The sequel explained it.  After the waste of a few minutes in saying the proper nothings, she began to give the invitation which was to comprise all the remaining dues of the Musgroves.   /newquote  It was all said very gracefully, and the cards with which she had provided herself, the  /newquote  were laid on the table, with a courteous, comprehensive smile to all, and one smile and one card more decidedly for Captain Wentworth.  The truth was, that Elizabeth had been long enough in Bath to understand the importance of a man of such an air and appearance as his.  The past was nothing.  The present was that Captain Wentworth would move about well in her drawing-room.  The card was pointedly given, and Sir Walter and Elizabeth arose and disappeared.","To-morrow evening, to meet a few friends:  no formal party. /newquote Miss Elliot at home,",Mrs Smith,Anne Elliot,NO MONOLOGUE,0,22,Explicit,continued Mrs Smith
931,931,931,932, whispered Mary very audibly.  ,Only think of Elizabeth's including everybody! /newquote I do not wonder Captain Wentworth is delighted!  You see he cannot put the card out of his hand.,Mary Musgrove,Anne Elliot,NO MONOLOGUE,0,22,Explicit,whispered Mary
936,936,936,937,NO APPEND,"Oh! dear! very true.  Only think, Miss Elliot, to my great surprise I met with Mr Elliot in Bath Street.  I was never more astonished.  He turned back and walked with me to the Pump Yard.  He had been prevented setting off for Thornberry, but I really forget by what; for I was in a hurry, and could not much attend, and I can only answer for his being determined not to be delayed in his return.  He wanted to know how early he might be admitted to-morrow.  He was full of 'to-morrow,' and it is very evident that I have been full of it too, ever since I entered the house, and learnt the extension of your plan and all that had happened, or my seeing him could never have gone so entirely out of my head.",,Anne Elliot,NO MONOLOGUE,0,22,Anaphoric,She exclaimed
942,942,942,943,"Mrs Musgrove was giving Mrs Croft the history of her eldest daughter's engagement, and just in that inconvenient tone of voice which was perfectly audible while it pretended to be a whisper.  Anne felt that she did not belong to the conversation, and yet, as Captain Harville seemed thoughtful and not disposed to talk, she could not avoid hearing many undesirable particulars; such as,  /newquote  and a great deal in the same style of open-hearted communication:  minutiae which, even with every advantage of taste and delicacy, which good Mrs Musgrove could not give, could be properly interesting only to the principals.  Mrs Croft was attending with great good-humour, and whenever she spoke at all, it was very sensibly.  Anne hoped the gentlemen might each be too much self-occupied to hear.","how Mr Musgrove and my brother Hayter had met again and again to talk it over; what my brother Hayter had said one day, and what Mr Musgrove had proposed the next, and what had occurred to my sister Hayter, and what the young people had wished, and what I said at first I never could consent to, but was afterwards persuaded to think might do very well,",Mrs Smith,"['Mrs Musgrove', 'Sophia Croft']",NO MONOLOGUE,0,23,Anaphoric,she added
943,943,943,944," said Mrs Musgrove, in her powerful whisper, ","And so, ma'am, all these thing considered, /newquote though we could have wished it different, yet, altogether, we did not think it fair to stand out any longer, for Charles Hayter was quite wild about it, and Henrietta was pretty near as bad; and so we thought they had better marry at once, and make the best of it, as many others have done before them.  At any rate, said I, it will be better than a long engagement.",Mrs Musgrove,"['Mrs Smith', 'Sophia Croft']",NO MONOLOGUE,0,23,Explicit,said Mrs Musgrove
944,944,944,945, cried Mrs Croft.  ,"That is precisely what I was going to observe, /newquote I would rather have young people settle on a small income at once, and have to struggle with a few difficulties together, than be involved in a long engagement.  I always think that no mutual--",Sophia Croft,"['Mrs Smith', 'Mrs Musgrove']",NO MONOLOGUE,0,23,Explicit,cried Mrs Croft
945,945,945,946," cried Mrs Musgrove, unable to let her finish her speech, ","Oh! dear Mrs Croft, /newquote there is nothing I so abominate for young people as a long engagement.  It is what I always protested against for my children.  It is all very well, I used to say, for young people to be engaged, if there is a certainty of their being able to marry in six months, or even in twelve; but a long engagement--",Mrs Musgrove,"['Mrs Smith', 'Sophia Croft']",NO MONOLOGUE,0,23,Explicit,cried Mrs Musgrove
946,946,946,947," said Mrs Croft, ","Yes, dear ma'am, /newquote or an uncertain engagement, an engagement which may be long.  To begin without knowing that at such a time there will be the means of marrying, I hold to be very unsafe and unwise, and what I think all parents should prevent as far as they can.",Sophia Croft,"['Mrs Smith', 'Mrs Musgrove']",NO MONOLOGUE,0,23,Explicit,said Mrs Croft
949,949,949,950,"Captain Harville, who had in truth been hearing none of it, now left his seat, and moved to a window, and Anne seeming to watch him, though it was from thorough absence of mind, became gradually sensible that he was inviting her to join him where he stood.  He looked at her with a smile, and a little motion of the head, which expressed,  /newquote  and the unaffected, easy kindness of manner which denoted the feelings of an older acquaintance than he really was, strongly enforced the invitation.  She roused herself and went to him. The window at which he stood was at the other end of the room from where the two ladies were sitting, and though nearer to Captain Wentworth's table, not very near.  As she joined him, Captain Harville's countenance re-assumed the serious, thoughtful expression which seemed its natural character.","Come to me, I have something to say;",Mrs Smith,"['Captain Harville', 'Anne Elliot']",NO MONOLOGUE,0,23,Explicit,said Mrs Smith
950,950,950,951," said he, unfolding a parcel in his hand, and displaying a small miniature painting, ","Look here, /newquote do you know who that is?",,"['Mrs Smith', 'Captain Harville', 'Anne Elliot']",NO MONOLOGUE,0,23,Anaphoric,said he
951,951,951,952,NO APPEND,Certainly:  Captain Benwick.,Mrs Smith,"['Captain Harville', 'Anne Elliot']",NO MONOLOGUE,0,23,Implicit,
952,952,952,953," (in a deep tone,)  /newquote  (looking towards Captain Wentworth,)  /newquote   And with a quivering lip he wound up the whole by adding, ","Yes, and you may guess who it is for.  But, /newquote it was not done for her.  Miss Elliot, do you remember our walking together at Lyme, and grieving for him?  I little thought then--but no matter. This was drawn at the Cape.  He met with a clever young German artist at the Cape, and in compliance with a promise to my poor sister, sat to him, and was bringing it home for her; and I have now the charge of getting it properly set for another!  It was a commission to me!  But who else was there to employ?  I hope I can allow for him.  I am not sorry, indeed, to make it over to another.  He undertakes it; /newquote he is writing about it now. /newquote Poor Fanny! she would not have forgotten him so soon!",,"['Mrs Smith', 'Captain Harville', 'Anne Elliot']",NO MONOLOGUE,0,23,Implicit,
953,953,953,954," replied Anne, in a low, feeling voice. ","No, /newquote That I can easily believe.",Anne Elliot,"['Mrs Smith', ', nan, ', 'Captain Harville']",NO MONOLOGUE,0,23,Explicit,replied Anne
954,954,954,955,NO APPEND,It was not in her nature.  She doted on him.,,"['Mrs Smith', 'Captain Harville', 'Anne Elliot']",NO MONOLOGUE,0,23,Implicit,
955,955,955,956,NO APPEND,It would not be the nature of any woman who truly loved.,Anne Elliot,"['Mrs Smith', ', nan, ', 'Captain Harville']",NO MONOLOGUE,0,23,Implicit,
956,956,956,957,"Captain Harville smiled, as much as to say,  /newquote  and she answered the question, smiling also, ","Do you claim that for your sex? /newquote Yes.  We certainly do not forget you as soon as you forget us.  It is, perhaps, our fate rather than our merit.  We cannot help ourselves.  We live at home, quiet, confined, and our feelings prey upon us.  You are forced on exertion.  You have always a profession, pursuits, business of some sort or other, to take you back into the world immediately, and continual occupation and change soon weaken impressions.",,"['Mrs Smith', 'Captain Harville', 'Anne Elliot']",NO MONOLOGUE,0,23,Anaphoric,she answered the question
957,957,957,958,NO APPEND,"Granting your assertion that the world does all this so soon for men (which, however, I do not think I shall grant), it does not apply to Benwick.  He has not been forced upon any exertion.  The peace turned him on shore at the very moment, and he has been living with us, in our little family circle, ever since.",Anne Elliot,"['Mrs Smith', ', nan, ', 'Captain Harville']",NO MONOLOGUE,0,23,Implicit,
958,958,958,959," said Anne, ","True, /newquote very true; I did not recollect; but what shall we say now, Captain Harville?  If the change be not from outward circumstances, it must be from within; it must be nature, man's nature, which has done the business for Captain Benwick.",Anne Elliot,"['Mrs Smith', ', nan, ', 'Captain Harville']",NO MONOLOGUE,0,23,Explicit,said Anne
959,959,959,960,NO APPEND,"No, no, it is not man's nature.  I will not allow it to be more man's nature than woman's to be inconstant and forget those they do love, or have loved.  I believe the reverse.  I believe in a true analogy between our bodily frames and our mental; and that as our bodies are the strongest, so are our feelings; capable of bearing most rough usage, and riding out the heaviest weather.",Anne Elliot,"['Mrs Smith', ', nan, ', 'Captain Harville']",NO MONOLOGUE,0,23,Implicit,
960,960,960,961," replied Anne,  /newquote  (with a faltering voice), ","Your feelings may be the strongest, /newquote but the same spirit of analogy will authorise me to assert that ours are the most tender.  Man is more robust than woman, but he is not longer lived; which exactly explains my view of the nature of their attachments. Nay, it would be too hard upon you, if it were otherwise.  You have difficulties, and privations, and dangers enough to struggle with.  You are always labouring and toiling, exposed to every risk and hardship. Your home, country, friends, all quitted.  Neither time, nor health, nor life, to be called your own.  It would be hard, indeed /newquote if woman's feelings were to be added to all this.",Anne Elliot,"['Mrs Smith', ', nan, ', 'Captain Harville']",NO MONOLOGUE,0,23,Explicit,replied Anne
961,961,961,962," Captain Harville was beginning to say, when a slight noise called their attention to Captain Wentworth's hitherto perfectly quiet division of the room.  It was nothing more than that his pen had fallen down; but Anne was startled at finding him nearer than she had supposed, and half inclined to suspect that the pen had only fallen because he had been occupied by them, striving to catch sounds, which yet she did not think he could have caught.","We shall never agree upon this question,",Captain Harville,"['Mrs Smith', ', nan, ', 'Anne Elliot']",NO MONOLOGUE,0,23,Explicit,Captain Harville was beginning to say
979,979,979,980,NO APPEND,"I can listen no longer in silence.  I must speak to you by such means as are within my reach.  You pierce my soul.  I am half agony, half hope.  Tell me not that I am too late, that such precious feelings are gone for ever.  I offer myself to you again with a heart even more your own than when you almost broke it, eight years and a half ago.  Dare not say that man forgets sooner than  woman, that his love has an earlier death.  I have loved none but you.  Unjust I may have been, weak and resentful I have been, but never inconstant.  You alone have brought me to Bath.  For you alone, I think and plan.  Have you not seen this?  Can you fail to have understood my wishes?  I had not waited even these ten days, could I have read your feelings, as I think you must have penetrated mine.  I can hardly write.  I am every instant hearing something which overpowers me.  You sink your voice, but I can distinguish the tones of that voice when they would be lost on others. Too good, too excellent creature!  You do us justice, indeed.  You do believe that there is true attachment and constancy among men.  Believe it to be most fervent, most undeviating, in F. W.",Elizabeth,"['Mrs Clay', 'Admiral Croft']",NO MONOLOGUE,0,23,Anaphoric,said she
1000,1000,1000,1001," said he, ","I found, /newquote that I was considered by Harville an engaged man! That neither Harville nor his wife entertained a doubt of our mutual attachment.  I was startled and shocked.  To a degree, I could contradict this instantly; but, when I began to reflect that others might have felt the same--her own family, nay, perhaps herself--I was no longer at my own disposal.  I was hers in honour if she wished it. I had been unguarded.  I had not thought seriously on this subject before.  I had not considered that my excessive intimacy must have its danger of ill consequence in many ways; and that I had no right to be trying whether I could attach myself to either of the girls, at the risk of raising even an unpleasant report, were there no other ill effects.  I had been grossly wrong, and must abide the consequences.",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,23,Anaphoric,said he
1002,1002,1002,1003," said he, ","I was six weeks with Edward, /newquote and saw him happy.  I could have no other pleasure.  I deserved none.  He enquired after you very particularly; asked even if you were personally altered, little suspecting that to my eye you could never alter.",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,23,Anaphoric,said he
1005,1005,1005,1006," said he, ","Here, /newquote ended the worst of my state; for now I could at least put myself in the way of happiness; I could exert myself; I could do something.  But to be waiting so long in inaction, and waiting only for evil, had been dreadful.  Within the first five minutes I said, 'I will be at Bath on Wednesday,' and I was.  Was it unpardonable to think it worth my while to come? and to arrive with some degree of hope?  You were single.  It was possible that you might retain the feelings of the past, as I did; and one encouragement happened to be mine.  I could never doubt that you would be loved and sought by others, but I knew to a certainty that you had refused one man, at least, of better pretensions than myself; and I could not help often saying, 'Was this for me?'",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,23,Anaphoric,said he
1007,1007,1007,1008," cried he, ","To see you, /newquote in the midst of those who could not be my well-wishers; to see your cousin close by you, conversing and smiling, and feel all the horrible eligibilities and proprieties of the match! To consider it as the certain wish of every being who could hope to influence you!  Even if your own feelings were reluctant or indifferent, to consider what powerful supports would be his!  Was it not enough to make the fool of me which I appeared?  How could I look on without agony?  Was not the very sight of the friend who sat behind you, was not the recollection of what had been, the knowledge of her influence, the indelible, immoveable impression of what persuasion had once done--was it not all against me?",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,23,Anaphoric,cried he
1008,1008,1008,1009, replied Anne.  ,"You should have distinguished, /newquote You should not have suspected me now; the case is so different, and my age is so different. If I was wrong in yielding to persuasion once, remember that it was to persuasion exerted on the side of safety, not of risk.  When I yielded, I thought it was to duty, but no duty could be called in aid here.  In marrying a man indifferent to me, all risk would have been incurred, and all duty violated.",Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,23,Explicit,replied Anne
1009,1009,1009,1010," he replied, ","Perhaps I ought to have reasoned thus, /newquote but I could not. I could not derive benefit from the late knowledge I had acquired of your character.  I could not bring it into play; it was overwhelmed, buried, lost in those earlier feelings which I had been smarting under year after year.  I could think of you only as one who had yielded, who had given me up, who had been influenced by any one rather than by me. I saw you with the very person who had guided you in that year of misery.  I had no reason to believe her of less authority now.  The force of habit was to be added.",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,23,Anaphoric,he replied
1010,1010,1010,1011," said Anne, ","I should have thought, /newquote that my manner to yourself might have spared you much or all of this.",Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,23,Explicit,said Anne
1011,1011,1011,1012,NO APPEND,"No, no! your manner might be only the ease which your engagement to another man would give.  I left you in this belief; and yet, I was determined to see you again.  My spirits rallied with the morning, and I felt that I had still a motive for remaining here.",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,23,Implicit,
1015,1015,1015,1016,NO APPEND,"I have been thinking over the past, and trying impartially to judge of the right and wrong, I mean with regard to myself; and I must believe that I was right, much as I suffered from it, that I was perfectly right in being guided by the friend whom you will love better than you do now.  To me, she was in the place of a parent.  Do not mistake me, however.  I am not saying that she did not err in her advice.  It was, perhaps, one of those cases in which advice is good or bad only as the event decides; and for myself, I certainly never should, in any circumstance of tolerable similarity, give such advice.  But I mean, that I was right in submitting to her, and that if I had done otherwise, I should have suffered more in continuing the engagement than I did even in giving it up, because I should have suffered in my conscience.  I have now, as far as such a sentiment is allowable in human nature, nothing to reproach myself with; and if I mistake not, a strong sense of duty is no bad part of a woman's portion.",,Captain Wentworth,NO MONOLOGUE,0,23,Anaphoric,she said
1017,1017,1017,1018,NO APPEND,"Not yet.  But there are hopes of her being forgiven in time.  I trust to being in charity with her soon.  But I too have been thinking over the past, and a  question has suggested itself, whether there may not have been one person more my enemy even than that lady?  My own self. Tell me if, when I returned to England in the year eight, with a few thousand pounds, and was posted into the Laconia, if I had then written to you, would you have answered my letter?  Would you, in short, have renewed the engagement then?",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,23,Anaphoric,He looked at her looked at Lady Russell and looking again at her replied
1018,1018,1018,1019, was all her answer; but the accent was decisive enough.,Would I!,Anne Elliot,Captain Wentworth,NO MONOLOGUE,0,23,Anaphoric,was all her answer
1019,1019,1019,1020," he cried,  /newquote  he added, with a smile. ","Good God! /newquote you would!  It is not that I did not think of it, or desire it, as what could alone crown all my other success; but I was proud, too proud to ask again.  I did not understand you.  I shut my eyes, and would not understand you, or do you justice.  This is a recollection which ought to make me forgive every one sooner than myself.  Six years of separation and suffering might have been spared. It is a sort of pain, too, which is new to me.  I have been used to the gratification of believing myself to earn every blessing that I enjoyed.  I have valued myself on honourable toils and just rewards. Like other great men under reverses, /newquote I must endeavour to subdue my mind to my fortune.  I must learn to brook being happier than I deserve.",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,23,Anaphoric,he cried
